0,0
0.003333,0
0.006666,0
0.009999,0
0.013332,0
0.016665,0
0.019998,0
0.023331,0
0.026664,0
0.029997,0
0.03333,0
0.036663,0
0.039996,0
0.043329,0
0.046662,0
0.049995,0
0.053328,0
0.056661,0
0.059994,0
0.063327,0
0.06666,0
0.069993,0
0.073326,0
0.076659,0
0.079992,0
0.083325,0
0.086658,0
0.089991,0
0.093324,0
0.096657,0
0.09999,0
0.103323,0
0.106656,0
0.109989,0
0.113322,0
0.116655,0
0.119988,0
0.123321,0
0.126654,0
0.129987,0
0.13332,0
0.136653,0
0.139986,0
0.143319,0
0.146652,0
0.149985,0
0.153318,0
0.156651,0
0.159984,0
0.163317,0
0.16665,0
0.169983,0
0.173316,0
0.176649,0
0.179982,0
0.183315,0
0.186648,0
0.189981,0
0.193314,0
0.196647,0
0.19998,0
0.203313,0
0.206646,0
0.209979,0
0.213312,0
0.216645,0
0.219978,0
0.223311,0
0.226644,0
0.229977,0
0.23331,0
0.236643,0
0.239976,0
0.243309,0
0.246642,0
0.249975,0
0.253308,0
0.256641,0
0.259974,0
0.263307,0
0.26664,0
0.269973,0
0.273306,0
0.276639,0
0.279972,0
0.283305,0
0.286638,0
0.289971,0
0.293304,0
0.296637,0
0.29997,0
0.303303,0
0.306636,0
0.309969,0
0.313302,0
0.316635,0
0.319968,0
0.323301,0
0.326634,0
0.329967,0
0.3333,0
0.336633,0
0.339966,0
0.343299,0
0.346632,0
0.349965,0
0.353298,0
0.356631,0
0.359964,0
0.363297,0
0.36663,0
0.369963,0
0.373296,0
0.376629,0
0.379962,0
0.383295,0
0.386628,0
0.389961,0
0.393294,0
0.396627,0
0.39996,0
0.403293,0
0.406626,0
0.409959,0
0.413292,0
0.416625,0
0.419958,0
0.423291,0
0.426624,0
0.429957,0
0.43329,0
0.436623,0
0.439956,0
0.443289,0
0.446622,0
0.449955,0
0.453288,0
0.456621,0
0.459954,0
0.463287,0
0.46662,0
0.469953,0
0.473286,0
0.476619,0
0.479952,0
0.483285,0
0.486618,0
0.489951,0
0.493284,0
0.496617,0
0.49995,0
0.503283,0
0.506616,0
0.509949,0
0.513282,0
0.516615,0
0.519948,0
0.523281,0
0.526614,0
0.529947,0
0.53328,0
0.536613,0
0.539946,0
0.543279,0
0.546612,0
0.549945,0
0.553278,0
0.556611,0
0.559944,0
0.563277,0
0.56661,0
0.569943,0
0.573276,0
0.576609,0
0.579942,0
0.583275,0
0.586608,0
0.589941,0
0.593274,0
0.596607,0
0.59994,0
0.603273,0
0.606606,0
0.609939,0
0.613272,0
0.616605,0
0.619938,0
0.623271,0
0.626604,0
0.629937,0
0.63327,0
0.636603,0
0.639936,0
0.643269,0
0.646602,0
0.649935,0
0.653268,0
0.656601,0
0.659934,0
0.663267,0
0.6666,0
0.669933,0
0.673266,0
0.676599,0
0.679932,0
0.683265,0
0.686598,0
0.689931,0
0.693264,0
0.696597,0
0.69993,0
0.703263,0
0.706596,0
0.709929,0
0.713262,0
0.716595,0
0.719928,0
0.723261,0
0.726594,0
0.729927,0
0.73326,0
0.736593,0
0.739926,0
0.743259,0
0.746592,0
0.749925,0
0.753258,0
0.756591,0
0.759924,0
0.763257,0
0.76659,0
0.769923,0
0.773256,0
0.776589,0
0.779922,0
0.783255,0
0.786588,0
0.789921,0
0.793254,0
0.796587,0
0.79992,0
0.803253,0
0.806586,0
0.809919,0
0.813252,0
0.816585,0
0.819918,0
0.823251,0
0.826584,0
0.829917,0
0.83325,0
0.836583,0
0.839916,0
0.843249,0
0.846582,0
0.849915,0
0.853248,0
0.856581,0
0.859914,0
0.863247,0
0.86658,0
0.869913,0
0.873246,0
0.876579,0
0.879912,0
0.883245,0
0.886578,0
0.889911,0
0.893244,0
